usa-ca
USA Counties
W;KH6;KL
10303;NY,Richmond;-74.162397;40.629448
10304;NY,Richmond;-74.089916;40.607870
10305;NY,Richmond;-74.075035;40.599021
10306;NY,Richmond;-74.117852;40.569394
10307;NY,Richmond;-74.243875;40.508274
10308;NY,Richmond;-74.150986;40.551353
10309;NY,Richmond;-74.213045;40.529749
10310;NY,Richmond;-74.115513;40.632120
10311;NY,Richmond;-74.1794;40.60524
10312;NY,Richmond;-74.176289;40.543117
10313;NY,Richmond;-74.1468;40.56439
10314;NY,Richmond;-74.145131;40.606337
10451;NY,Bronx;-73.922303;40.819729
10452;NY,Bronx;-73.922340;40.838745
10453;NY,Bronx;-73.912146;40.853017
10454;NY,Bronx;-73.916284;40.805968
10455;NY,Bronx;-73.907711;40.815559
10456;NY,Bronx;-73.908569;40.829676
10457;NY,Bronx;-73.898617;40.846745
10458;NY,Bronx;-73.888818;40.864166
10459;NY,Bronx;-73.893277;40.825432
10460;NY,Bronx;-73.880363;40.840950
10461;NY,Bronx;-73.838194;40.842917
10462;NY,Bronx;-73.858620;40.842173
10463;NY,Bronx;-73.907496;40.881086
10464;NY,Bronx;-73.789030;40.857017
10465;NY,Bronx;-73.817524;40.825727
10466;NY,Bronx;-73.847028;40.890950
10467;NY,Bronx;-73.869379;40.872265
10468;NY,Bronx;-73.899161;40.867107
10469;NY,Bronx;-73.847358;40.868643
10470;NY,Bronx;-73.860720;40.900629
10471;NY,Bronx;-73.903476;40.900819
10472;NY,Bronx;-73.868451;40.830409
10473;NY,Bronx;-73.858933;40.818514
10474;NY,Bronx;-73.887553;40.813210
10475;NY,Bronx;-73.825415;40.878522
10501;NY,Westchester;-73.764935;41.289939
10502;NY,Westchester;-73.841521;41.011324
10503;NY,Westchester;-73.875137;41.024855
10504;NY,Westchester;-73.703521;41.129908
10505;NY,Westchester;-73.7492;41.33431
10506;NY,Westchester;-73.627774;41.195778
10507;NY,Westchester;-73.690184;41.236931
10509;NY,Putnam;-73.595568;41.413620
10510;NY,Westchester;-73.833118;41.146297
10511;NY,Westchester;-73.940336;41.260283
10512;NY,Putnam;-73.684506;41.444833
10514;NY,Westchester;-73.775976;41.167455
10516;NY,Putnam;-73.931408;41.440695
10517;NY,Westchester;-73.8612;41.30056
10518;NY,Westchester;-73.604931;41.269072
10519;NY,Westchester;-73.661991;41.345980
10520;NY,Westchester;-73.885430;41.215541
10521;NY,Westchester;-73.9261;41.23425
10522;NY,Westchester;-73.866026;41.012729
10523;NY,Westchester;-73.816583;41.057089
10524;NY,Putnam;-73.921544;41.363063
10526;NY,Westchester;-73.667016;41.294561
10527;NY,Westchester;-73.757608;41.319026
10528;NY,Westchester;-73.718862;40.972667
10530;NY,Westchester;-73.806353;41.025114
10532;NY,Westchester;-73.795807;41.103664
10533;NY,Westchester;-73.863507;41.039005
10535;NY,Westchester;-73.802081;41.331173
10536;NY,Westchester;-73.685129;41.265478
10537;NY,Putnam;-73.886897;41.337335
10538;NY,Westchester;-73.756157;40.933089
10540;NY,Westchester;-73.7242;41.33339
10541;NY,Putnam;-73.753677;41.372419
10542;NY,Putnam;-73.7601;41.37258
10543;NY,Westchester;-73.734600;40.952892
10545;NY,Westchester;-73.7329;41.11900
10546;NY,Westchester;-73.792690;41.199502
10547;NY,Westchester;-73.851189;41.314676
10548;NY,Westchester;-73.941475;41.248359
10549;NY,Westchester;-73.730458;41.204027
10550;NY,Westchester;-73.837094;40.907607
10551;NY,Westchester;-73.7329;41.11900
10552;NY,Westchester;-73.826144;40.924195
10553;NY,Westchester;-73.821503;40.909288
10560;NY,Westchester;-73.613066;41.327970
10562;NY,Westchester;-73.847419;41.176837
10566;NY,Westchester;-73.919286;41.288258
10570;NY,Westchester;-73.789224;41.132367
10573;NY,Westchester;-73.673266;41.010376
10576;NY,Westchester;-73.584094;41.212954
10577;NY,Westchester;-73.715885;41.037203
10578;NY,Westchester;-73.669068;41.325200
10579;NY,Putnam;-73.837709;41.390356
10580;NY,Westchester;-73.690029;40.976579
10583;NY,Westchester;-73.797160;40.988450
10587;NY,Westchester;-73.7422;41.32873
10588;NY,Westchester;-73.829736;41.330178
10589;NY,Westchester;-73.692348;41.331587
10590;NY,Westchester;-73.540769;41.256639
10591;NY,Westchester;-73.857212;41.080196
10594;NY,Westchester;-73.776878;41.120025
10595;NY,Westchester;-73.777855;41.083848
10596;NY,Westchester;-73.9587;41.25482
10597;NY,Westchester;-73.588347;41.289162
10598;NY,Westchester;-73.789340;41.296874
10601;NY,Westchester;-73.764542;41.032489
10602;NY,Westchester;-73.7329;41.11900
10603;NY,Westchester;-73.776720;41.053182
10604;NY,Westchester;-73.744519;41.045387
10605;NY,Westchester;-73.751584;41.010020
10606;NY,Westchester;-73.778088;41.024107
10607;NY,Westchester;-73.809532;41.041191
10701;NY,Westchester;-73.881761;40.943525
10702;NY,Westchester;-73.7329;41.11900
10703;NY,Westchester;-73.879906;40.956546
10704;NY,Westchester;-73.861209;40.920273
10705;NY,Westchester;-73.891424;40.917281
10706;NY,Westchester;-73.872909;40.992084
10707;NY,Westchester;-73.823636;40.958689
10708;NY,Westchester;-73.830994;40.939049
10709;NY,Westchester;-73.811434;40.953849
10710;NY,Westchester;-73.845068;40.965550
10801;NY,Westchester;-73.786437;40.915845
10802;NY,Westchester;-73.7953;40.94827
10803;NY,Westchester;-73.807176;40.902221
10804;NY,Westchester;-73.787972;40.946805
10805;NY,Westchester;-73.779337;40.897783
10901;NY,Rockland;-74.126824;41.125695
10910;NY,Orange;-74.1257;41.38619
10911;NY,Rockland;-74.0608;41.16094
10912;NY,Orange;-74.3546;41.38782
10913;NY,Rockland;-73.960160;41.062779
10914;NY,Orange;-74.2556;41.46486
10915;NY,Orange;-74.3288;41.55563
10916;NY,Orange;-74.243461;41.451074
10917;NY,Orange;-74.123540;41.322344
10918;NY,Orange;-74.260726;41.356480
10919;NY,Orange;-74.379076;41.525781
10920;NY,Rockland;-73.942878;41.149245
10921;NY,Orange;-74.359319;41.332519
10922;NY,Orange;-73.9917;41.33455
10923;NY,Rockland;-74.001610;41.204544
10924;NY,Orange;-74.333707;41.389280
10925;NY,Orange;-74.297784;41.211794
10926;NY,Orange;-74.140490;41.299334
10927;NY,Rockland;-73.968366;41.196044
10928;NY,Orange;-73.972934;41.360336
10930;NY,Orange;-74.120964;41.358050
10931;NY,Rockland;-74.167188;41.126395
10932;NY,Orange;-74.4842;41.48522
10933;NY,Orange;-74.5109;41.36528
10940;NY,Orange;-74.439510;41.449364
10950;NY,Orange;-74.195315;41.323547
10952;NY,Rockland;-74.075563;41.116162
10953;NY,Orange;-74.0830;41.40928
10954;NY,Rockland;-74.013309;41.100182
10956;NY,Rockland;-73.994901;41.145495
10958;NY,Orange;-74.415718;41.384738
10959;NY,Orange;-74.3546;41.38782
10960;NY,Rockland;-73.925809;41.089746
10962;NY,Rockland;-73.962158;41.047996
10963;NY,Orange;-74.538475;41.475197
10964;NY,Rockland;-73.925851;41.011464
10965;NY,Rockland;-74.017344;41.063329
10968;NY,Rockland;-73.918788;41.040623
10969;NY,Orange;-74.489355;41.295568
10970;NY,Rockland;-74.045230;41.192394
10973;NY,Orange;-74.477585;41.391172
10974;NY,Rockland;-74.192146;41.156095
10975;NY,Orange;-74.171414;41.246428
10976;NY,Rockland;-73.928170;41.028647
10977;NY,Rockland;-74.045045;41.116795
10979;NY,Orange;-74.3183;41.18234
10980;NY,Rockland;-74.011570;41.231408
10981;NY,Orange;-74.2885;41.32317
10982;NY,Rockland;-74.0608;41.16094
10983;NY,Rockland;-73.951180;41.025897
10984;NY,Rockland;-74.021054;41.208327
10985;NY,Orange;-74.374510;41.580793
10986;NY,Rockland;-73.986764;41.271543
10987;NY,Orange;-74.210692;41.197123
10988;NY,Orange;-74.5503;41.31493
10989;NY,Rockland;-73.944557;41.119788
10990;NY,Orange;-74.358370;41.259896
10992;NY,Orange;-74.161786;41.428269
10993;NY,Rockland;-73.977727;41.207594
10994;NY,Rockland;-73.969966;41.097529
10996;NY,Orange;-73.978806;41.376109
10997;NY,Orange;-74.3546;41.38782
10998;NY,Orange;-74.545931;41.334034
11001;NY,Nassau;-73.704751;40.723200
11002;NY,Nassau;-73.6017;40.75475
11003;NY,Nassau;-73.702238;40.700529
11004;NY,Queens;-73.709564;40.742944
11005;NY,Queens;-73.714802;40.756983
11010;NY,Nassau;-73.675624;40.701702
11020;NY,Nassau;-73.718199;40.771082
11021;NY,Nassau;-73.725775;40.787068
11022;NY,Nassau;-73.6017;40.75475
11023;NY,Nassau;-73.733527;40.798839
11024;NY,Nassau;-73.740941;40.812887
11025;NY,Nassau;-73.6017;40.75475
11026;NY,Nassau;-73.6017;40.75475
11027;NY,Nassau;-73.6017;40.75475
11030;NY,Nassau;-73.689358;40.796752
11040;NY,Nassau;-73.678957;40.742901
11041;NY,Nassau;-73.6017;40.75475
11042;NY,Nassau;-73.693799;40.760128
11050;NY,Nassau;-73.693095;40.833246
11101;NY,Queens;-73.939075;40.745341
11102;NY,Queens;-73.924628;40.771286
11103;NY,Queens;-73.910915;40.762968
11104;NY,Queens;-73.919498;40.743796
11105;NY,Queens;-73.908161;40.774686
11106;NY,Queens;-73.931472;40.762012
11201;NY,Kings;-73.989077;40.695286
11202;NY,Kings;-73.9450;40.64509
11203;NY,Kings;-73.933040;40.649059
11204;NY,Kings;-73.984733;40.618944
11205;NY,Kings;-73.965292;40.694214
11206;NY,Kings;-73.942886;40.702348
11207;NY,Kings;-73.894245;40.670874
11208;NY,Kings;-73.872481;40.672666
11209;NY,Kings;-74.029501;40.623270
11210;NY,Kings;-73.945524;40.627946
11211;NY,Kings;-73.954276;40.712090
11212;NY,Kings;-73.913280;40.662191
11213;NY,Kings;-73.934598;40.670937
11214;NY,Kings;-73.996119;40.598994
11215;NY,Kings;-73.985604;40.667508
11216;NY,Kings;-73.948240;40.680398
11217;NY,Kings;-73.977835;40.682090
11218;NY,Kings;-73.975953;40.644552
11219;NY,Kings;-73.996299;40.632449
11220;NY,Kings;-74.015742;40.641436
11221;NY,Kings;-73.926374;40.691234
11222;NY,Kings;-73.945591;40.726302
11223;NY,Kings;-73.972290;40.598142
11224;NY,Kings;-73.991728;40.576589
11225;NY,Kings;-73.955091;40.662892
11226;NY,Kings;-73.955532;40.645256
11228;NY,Kings;-74.011683;40.617563
11229;NY,Kings;-73.941181;40.599256
11230;NY,Kings;-73.964275;40.622994
11231;NY,Kings;-74.002540;40.678800
11232;NY,Kings;-74.004247;40.655481
11233;NY,Kings;-73.918582;40.676938
11234;NY,Kings;-73.921604;40.618561
11235;NY,Kings;-73.950192;40.583803
11236;NY,Kings;-73.903627;40.640527
11237;NY,Kings;-73.919934;40.703355
11238;NY,Kings;-73.962576;40.680145
11239;NY,Kings;-73.879191;40.645848
11240;NY,Kings;-73.9450;40.64509
11241;NY,Kings;-73.9450;40.64509
11242;NY,Kings;-73.9450;40.64509
11243;NY,Kings;-73.9450;40.64509
11244;NY,Kings;-73.9450;40.64509
11245;NY,Kings;-73.9450;40.64509
11247;NY,Kings;-73.9450;40.64509
11248;NY,Kings;-73.9450;40.64509
11249;NY,Kings;-73.9450;40.64509
11251;NY,Kings;-73.9450;40.64509
11252;NY,Kings;-73.9450;40.64509
11254;NY,Kings;-73.9450;40.64509
11255;NY,Kings;-73.9450;40.64509
11256;NY,Kings;-73.9450;40.64509
11351;NY,Queens;-73.8316;40.78170
11352;NY,Queens;-73.8707;40.65137
11353;NY,Queens;-73.8707;40.65137
11354;NY,Queens;-73.824969;40.767969
11355;NY,Queens;-73.819415;40.749463
11356;NY,Queens;-73.843662;40.785462
11357;NY,Queens;-73.809224;40.784453
11358;NY,Queens;-73.796129;40.760522
11359;NY,Queens;-73.7767;40.79278
11360;NY,Queens;-73.780051;40.780386
11361;NY,Queens;-73.773924;40.763177
11362;NY,Queens;-73.733227;40.759686
11363;NY,Queens;-73.746442;40.772636
11364;NY,Queens;-73.759940;40.746718
11365;NY,Queens;-73.792091;40.738983
11366;NY,Queens;-73.795025;40.726137
11367;NY,Queens;-73.821452;40.728614
11368;NY,Queens;-73.858381;40.747106
11369;NY,Queens;-73.870517;40.762854
11370;NY,Queens;-73.890526;40.763015
11371;NY,Queens;-73.875095;40.772072
11372;NY,Queens;-73.884338;40.750146
11373;NY,Queens;-73.878046;40.736076
11374;NY,Queens;-73.860907;40.724945
11375;NY,Queens;-73.845825;40.720535
11377;NY,Queens;-73.903773;40.742869
11378;NY,Queens;-73.902716;40.724096
11379;NY,Queens;-73.879252;40.716028
11380;NY,Queens;-73.8707;40.65137
11381;NY,Queens;-73.8707;40.65137
11385;NY,Kings;-73.892852;40.703069
11386;NY,Queens;-73.8707;40.65137
11405;NY,Queens;-73.8707;40.65137
11411;NY,Queens;-73.735740;40.693538
11412;NY,Queens;-73.759485;40.697188
11413;NY,Queens;-73.751412;40.670138
11414;NY,Queens;-73.843213;40.658188
11415;NY,Queens;-73.829733;40.706903
11416;NY,Queens;-73.850301;40.683301
11417;NY,Queens;-73.844765;40.675534
11418;NY,Queens;-73.833653;40.698485
11419;NY,Queens;-73.822162;40.688688
11420;NY,Queens;-73.814438;40.673138
11421;NY,Queens;-73.858285;40.690870
11422;NY,Queens;-73.735142;40.662538
11423;NY,Queens;-73.768241;40.714261
11424;NY,Queens;-73.8707;40.65137
11425;NY,Queens;-73.8707;40.65137
11426;NY,Queens;-73.721085;40.732239
11427;NY,Queens;-73.747826;40.728235
11428;NY,Queens;-73.741272;40.719981
11429;NY,Queens;-73.739036;40.708833
11430;NY,Queens;-73.795674;40.650519
11431;NY,Queens;-73.8501;40.68690
11432;NY,Queens;-73.793246;40.714144
11433;NY,Queens;-73.787345;40.696538
11434;NY,Queens;-73.772700;40.674888
11435;NY,Queens;-73.809860;40.700068
11436;NY,Queens;-73.796874;40.674146
11501;NY,Nassau;-73.638088;40.747188
11507;NY,Nassau;-73.650045;40.769942
11509;NY,Nassau;-73.729158;40.589538
11510;NY,Nassau;-73.609506;40.654112
11514;NY,Nassau;-73.613281;40.750132
11516;NY,Nassau;-73.728526;40.627386
11518;NY,Nassau;-73.667030;40.639575
11520;NY,Nassau;-73.587005;40.653935
11530;NY,Nassau;-73.640567;40.725257
11542;NY,Nassau;-73.626097;40.864757
11545;NY,Nassau;-73.604151;40.823957
11547;NY,Nassau;-73.644011;40.828143
11548;NY,Nassau;-73.625618;40.813187
11550;NY,Nassau;-73.617414;40.702271
11551;NY,Nassau;-73.6017;40.75475
11552;NY,Nassau;-73.653940;40.694900
11553;NY,Nassau;-73.593068;40.703502
11554;NY,Nassau;-73.555271;40.714300
11557;NY,Nassau;-73.692539;40.639534
11558;NY,Nassau;-73.655159;40.603159
11559;NY,Nassau;-73.731264;40.615790
11560;NY,Nassau;-73.594176;40.881957
11561;NY,Nassau;-73.665174;40.588154
11563;NY,Nassau;-73.673063;40.656974
11565;NY,Nassau;-73.672983;40.675249
11566;NY,Nassau;-73.554759;40.666575
11568;NY,Nassau;-73.601196;40.787368
11569;NY,Nassau;-73.580394;40.593996
11570;NY,Nassau;-73.637929;40.663935
11571;NY,Nassau;-73.6017;40.75475
11572;NY,Nassau;-73.637404;40.636286
11575;NY,Nassau;-73.586943;40.679413
11576;NY,Nassau;-73.651569;40.793839
11577;NY,Nassau;-73.640062;40.785642
11579;NY,Nassau;-73.644526;40.846388
11580;NY,Nassau;-73.703469;40.673000
11581;NY,Nassau;-73.710796;40.651733
11582;NY,Nassau;-73.6017;40.75475
11590;NY,Nassau;-73.575366;40.756287
11596;NY,Nassau;-73.642597;40.758283
11598;NY,Nassau;-73.714042;40.633103
11599;NY,Nassau;-73.7426;40.60757
11690;NY,Queens;-73.8707;40.65137
11691;NY,Queens;-73.759629;40.600020
11692;NY,Queens;-73.795687;40.592939
11693;NY,Queens;-73.819785;40.596959
11694;NY,Queens;-73.847213;40.576490
11695;NY,Queens;-73.8707;40.65137
11696;NY,Nassau;-73.8707;40.65137
11697;NY,Queens;-73.908913;40.560167
11701;NY,Suffolk;-73.413176;40.685100
11702;NY,Suffolk;-73.325491;40.687649
11703;NY,Suffolk;-73.322579;40.733398
11704;NY,Suffolk;-73.358298;40.719249
11705;NY,Suffolk;-73.055005;40.744850
11706;NY,Suffolk;-73.256076;40.729098
11707;NY,Suffolk;-72.6370;40.92232
11709;NY,Nassau;-73.557131;40.907277
11710;NY,Nassau;-73.533829;40.673438
11713;NY,Suffolk;-72.946631;40.771447
11714;NY,Nassau;-73.486314;40.740662
11715;NY,Suffolk;-73.034362;40.748970
11716;NY,Suffolk;-73.113760;40.770042
11717;NY,Suffolk;-73.245176;40.783954
11718;NY,Suffolk;-73.266142;40.720746
11719;NY,Suffolk;-72.915665;40.780058
11720;NY,Suffolk;-73.080092;40.868946
11721;NY,Suffolk;-73.375366;40.890598
11722;NY,Suffolk;-73.199240;40.784874
11724;NY,Suffolk;-73.446453;40.865731
11725;NY,Suffolk;-73.280019;40.841522
11726;NY,Suffolk;-73.396093;40.680892
11727;NY,Suffolk;-73.005016;40.884895
11729;NY,Suffolk;-73.330072;40.760698
11730;NY,Suffolk;-73.180737;40.729210
11731;NY,Suffolk;-73.317960;40.865998
11732;NY,Nassau;-73.534784;40.848766
11733;NY,Suffolk;-73.106667;40.932053
11735;NY,Nassau;-73.441518;40.725968
11738;NY,Suffolk;-73.038602;40.834690
11739;NY,Suffolk;-72.6370;40.92232
11740;NY,Suffolk;-73.362219;40.862565
11741;NY,Suffolk;-73.074857;40.799706
11742;NY,Suffolk;-73.040366;40.810606
11743;NY,Suffolk;-73.411464;40.867498
11746;NY,Suffolk;-73.375536;40.821698
11747;NY,Suffolk;-73.405439;40.791593
11751;NY,Suffolk;-73.214164;40.734212
11752;NY,Suffolk;-73.183267;40.754386
11753;NY,Nassau;-73.536757;40.786544
11754;NY,Suffolk;-73.242582;40.888497
11755;NY,Suffolk;-73.118392;40.855402
11756;NY,Nassau;-73.517391;40.724883
11757;NY,Suffolk;-73.374426;40.690049
11758;NY,Nassau;-73.462895;40.680850
11762;NY,Nassau;-73.446818;40.685050
11763;NY,Suffolk;-72.983751;40.820786
11764;NY,Suffolk;-72.988376;40.946506
11765;NY,Nassau;-73.556080;40.888890
11766;NY,Suffolk;-73.013178;40.929242
11767;NY,Suffolk;-73.143033;40.842962
11768;NY,Suffolk;-73.331149;40.905647
11769;NY,Suffolk;-73.129607;40.736011
11770;NY,Suffolk;-73.161154;40.643951
11771;NY,Nassau;-73.522927;40.868882
11772;NY,Suffolk;-73.002136;40.770898
11776;NY,Suffolk;-73.049669;40.911082
11777;NY,Suffolk;-73.062224;40.946103
11778;NY,Suffolk;-72.928843;40.954093
11779;NY,Suffolk;-73.118703;40.818826
11780;NY,Suffolk;-73.158689;40.884394
11782;NY,Suffolk;-73.071989;40.739869
11783;NY,Nassau;-73.489595;40.679752
11784;NY,Suffolk;-73.042546;40.869274
11786;NY,Suffolk;-72.895334;40.949930
11787;NY,Suffolk;-73.207770;40.853343
11788;NY,Suffolk;-73.209674;40.819266
11789;NY,Suffolk;-72.973304;40.955586
11790;NY,Suffolk;-73.127489;40.906174
11791;NY,Nassau;-73.500577;40.815215
11792;NY,Suffolk;-72.836805;40.953261
11793;NY,Nassau;-73.511226;40.676649
11794;NY,Suffolk;-73.1255;40.9141
11795;NY,Suffolk;-73.300109;40.713459
11796;NY,Suffolk;-73.100818;40.731954
11797;NY,Nassau;-73.469123;40.813801
11798;NY,Suffolk;-73.365163;40.752098
11801;NY,Nassau;-73.523231;40.763355
11802;NY,Nassau;-73.6017;40.75475
11803;NY,Nassau;-73.479483;40.779911
11804;NY,Nassau;-73.457817;40.765378
11805;NY,Suffolk;-72.6370;40.92232
11901;NY,Suffolk;-72.653271;40.926595
11930;NY,Suffolk;-72.104118;40.985301
11931;NY,Suffolk;-72.6370;40.92232
11932;NY,Suffolk;-72.305147;40.939075
11933;NY,Suffolk;-72.746462;40.933429
11934;NY,Suffolk;-72.797192;40.797772
11935;NY,Suffolk;-72.472301;41.012868
11937;NY,Suffolk;-72.185641;40.995384
11939;NY,Suffolk;-72.341894;41.128923
11940;NY,Suffolk;-72.756735;40.806287
11941;NY,Suffolk;-72.723560;40.824658
11942;NY,Suffolk;-72.577947;40.848670
11944;NY,Suffolk;-72.367293;41.103838
11946;NY,Suffolk;-72.520639;40.875897
11947;NY,Suffolk;-72.579967;40.943323
11948;NY,Suffolk;-72.550246;40.961916
11949;NY,Suffolk;-72.797368;40.855861
11950;NY,Suffolk;-72.846646;40.804810
11951;NY,Suffolk;-72.845542;40.763634
11952;NY,Suffolk;-72.537310;40.994649
11953;NY,Suffolk;-72.955209;40.886267
11954;NY,Suffolk;-71.950608;41.038310
11955;NY,Suffolk;-72.820926;40.805789
11956;NY,Suffolk;-72.475058;40.991836
11957;NY,Suffolk;-72.275110;41.151826
11958;NY,Suffolk;-72.453416;41.036870
11959;NY,Suffolk;-72.605069;40.825411
11960;NY,Suffolk;-72.704218;40.803923
11961;NY,Suffolk;-72.878244;40.896090
11962;NY,Suffolk;-72.268314;40.937683
11963;NY,Suffolk;-72.310741;40.996280
11964;NY,Suffolk;-72.331594;41.060843
11965;NY,Suffolk;-72.350936;41.078150
11967;NY,Suffolk;-72.871815;40.794317
11968;NY,Suffolk;-72.407144;40.904348
11969;NY,Suffolk;-72.6370;40.92232
11970;NY,Suffolk;-72.575023;40.941363
11971;NY,Suffolk;-72.420414;41.059209
11972;NY,Suffolk;-72.701133;40.820400
11973;NY,Suffolk;-72.6370;40.92232
11975;NY,Suffolk;-72.245058;40.947419
11976;NY,Suffolk;-72.344073;40.919693
11977;NY,Suffolk;-72.678350;40.818190
11978;NY,Suffolk;-72.634496;40.816142
11980;NY,Suffolk;-72.916112;40.832858
12007;NY,Albany;-73.9366;42.48245
12008;NY,Schenectady;-73.902909;42.853043
12009;NY,Albany;-74.031481;42.698692
12010;NY,Montgomery;-74.178998;42.940644
12015;NY,Greene;-73.817014;42.279649
12017;NY,Columbia;-73.452573;42.323565
12018;NY,Rensselaer;-73.534949;42.627420
12019;NY,Saratoga;-73.866570;42.916343
12020;NY,Saratoga;-73.860409;43.006309
12022;NY,Rensselaer;-73.348902;42.681107
12023;NY,Albany;-74.156921;42.610306
12024;NY,Rensselaer;-73.5106;42.49498
12025;NY,Fulton;-74.153324;43.076810
12027;NY,Saratoga;-73.903552;42.912175
12028;NY,Rensselaer;-73.445210;42.932315
12029;NY,Columbia;-73.427576;42.399159
12031;NY,Schoharie;-74.446943;42.770985
12032;NY,Fulton;-74.496465;43.158567
12033;NY,Rensselaer;-73.713270;42.534631
12035;NY,Schoharie;-74.350640;42.722477
12036;NY,Schoharie;-74.673151;42.546034
12037;NY,Columbia;-73.578522;42.346758
12041;NY,Albany;-73.974035;42.543326
12042;NY,Greene;-73.908755;42.403719
12043;NY,Schoharie;-74.524367;42.696926
12046;NY,Albany;-73.926563;42.475609
12047;NY,Albany;-73.707937;42.773777
12051;NY,Greene;-73.827740;42.353773
12052;NY,Rensselaer;-73.494053;42.748910
12053;NY,Schenectady;-74.186015;42.749499
12054;NY,Albany;-73.840866;42.614979
12055;NY,Albany;-73.9708;42.61485
12056;NY,Schenectady;-74.090832;42.767853
12057;NY,Washington; -73.352362;42.959229
12058;NY,Greene;-73.919785;42.350557
12059;NY,Albany;-74.055744;42.621933
12060;NY,Columbia;-73.504124;42.419560
12061;NY,Rensselaer;-73.673435;42.593047
12062;NY,Rensselaer;-73.502074;42.525531
12064;NY,Otsego;-74.659501;42.615422
12065;NY,Saratoga;-73.784452;42.853676
12066;NY,Montgomery;-74.311602;42.784091
12067;NY,Albany;-73.925283;42.561226
12068;NY,Montgomery;-74.378835;42.953913
12070;NY,Montgomery;-74.247788;42.970827
12071;NY,Schoharie;-74.414575;42.565907
12072;NY,Montgomery;-74.374953;42.896974
12074;NY,Saratoga;-74.055267;43.068203
12075;NY,Columbia;-73.651402;42.305793
12076;NY,Schoharie;-74.406168;42.425405
12077;NY,Albany;-73.796213;42.600551
12078;NY,Fulton;-74.343601;43.069562
12083;NY,Greene;-74.037289;42.430684
12084;NY,Albany;-73.899067;42.698231
12085;NY,Albany;-73.9052;42.69477
12086;NY,Montgomery;-74.142577;42.981745
12087;NY,Greene;-73.892711;42.434883
12090;NY,Rensselaer;-73.355502;42.888816
12092;NY,Schoharie;-74.375138;42.691779
12093;NY,Schoharie;-74.628134;42.496939
12094;NY,Rensselaer;-73.490060;42.899334
12095;NY,Fulton;-74.384733;43.014523
12106;NY,Columbia;-73.707268;42.388394
12108;NY,Hamilton;-74.408752;43.525388
12110;NY,Albany;-73.768028;42.749640
12113;NY,Schoharie;-74.5070;42.6927
12115;NY,Columbia;-73.585876;42.469991
12116;NY,Otsego;-74.921851;42.538589
12117;NY,Fulton;-74.234667;43.146907
12118;NY,Rensselaer;-73.705392;42.915904
12120;NY,Albany;-74.140595;42.456127
12121;NY,Rensselaer;-73.618676;42.851106
12122;NY,Schoharie;-74.314586;42.558318
12123;NY,Rensselaer;-73.606137;42.522197
12125;NY,Columbia;-73.407502;42.474028
12128;NY,Albany;-73.7642;42.72497
12130;NY,Columbia;-73.657782;42.442592
12131;NY,Schoharie;-74.457151;42.482123
12134;NY,Fulton;-74.148221;43.218920
12135;NY,Greene;-74.0789;42.4200
12136;NY,Columbia;-73.555997;42.437594
12137;NY,Schenectady;-74.117591;42.862695
12138;NY,Rensselaer;-73.368010;42.760049
12139;NY,Hamilton;-74.569729;43.402760
12140;NY,Rensselaer;-73.569229;42.693228
12143;NY,Albany;-73.829560;42.469150
12144;NY,Rensselaer;-73.725872;42.637380
12147;NY,Albany;-74.159970;42.518386
12148;NY,Saratoga;-73.868283;42.842133
12149;NY,Schoharie;-74.572008;42.631190
12150;NY,Schenectady;-74.054527;42.876756
12151;NY,Saratoga;-73.793638;42.932326
12153;NY,Rensselaer;-73.480511;42.638579
12154;NY,Rensselaer;-73.606643;42.925765
12155;NY,Otsego;-74.835367;42.587708
12156;NY,Rensselaer;-73.736474;42.479967
12157;NY,Schoharie;-74.301344;42.668825
12158;NY,Albany;-73.815451;42.539822
12159;NY,Albany;-73.871511;42.646978
12160;NY,Schoharie;-74.343693;42.757815
12164;NY,Hamilton;-74.374310;43.515611
12165;NY,Columbia;-73.518025;42.317959
12166;NY,Montgomery;-74.456677;42.831683
12167;NY,Delaware;-74.595775;42.414519
12168;NY,Rensselaer;-73.395938;42.552127
12169;NY,Rensselaer;-73.445591;42.576120
12170;NY,Saratoga;-73.665762;42.975154
12173;NY,Columbia;-73.759439;42.377829
12175;NY,Schoharie;-74.552827;42.559096
12176;NY,Greene;-73.967636;42.393192
12180;NY,Rensselaer;-73.664650;42.731628
12181;NY,Rensselaer;-73.6738;42.73867
12182;NY,Rensselaer;-73.662216;42.785887
12183;NY,Albany;-73.694821;42.743289
12184;NY,Columbia;-73.664054;42.426901
12185;NY,Rensselaer;-73.537034;42.884779
12186;NY,Albany;-73.959465;42.638481
12187;NY,Schoharie;-74.467724;42.624507
12188;NY,Saratoga;-73.689768;42.805350
12189;NY,Albany;-73.709133;42.729278
12190;NY,Hamilton;-74.290100;43.433050
12192;NY,Greene;-73.817739;42.413742
12193;NY,Albany;-74.049781;42.515818
12194;NY,Schoharie;-74.449377;42.529042
12196;NY,Rensselaer;-73.616190;42.631625
12197;NY,Otsego;-74.724010;42.610314
12198;NY,Rensselaer;-73.638011;42.685311
12201;NY,Albany;-73.9708;42.61485
12202;NY,Albany;-73.760611;42.640129
12203;NY,Albany;-73.829833;42.678112
12204;NY,Albany;-73.733298;42.683727
12205;NY,Albany;-73.817906;42.713328
12206;NY,Albany;-73.777193;42.669645
12207;NY,Albany;-73.748339;42.653979
12208;NY,Albany;-73.800539;42.654978
