usa-ca
USA Counties
W;KH6;KL
67448;KS,Saline;-97.400053;38.657542
67449;KS,Dickinson;-96.921296;38.677306
67450;KS,Ellsworth;-98.431044;38.616160
67451;KS,Dickinson;-97.120057;38.689794
67452;KS,Mitchell;-98.384559;39.229204
67454;KS,Ellsworth;-98.137318;38.703443
67455;KS,Lincoln;-98.175771;39.034792
67456;KS,Mcpherson;-97.671561;38.590743
67457;KS,Rice;-98.006262;38.401980
67458;KS,Clay;-97.305948;39.171661
67459;KS,Ellsworth;-98.336750;38.575040
67460;KS,Mcpherson;-97.677191;38.367298
67463;KS,Dickinson;-97.3095;39.0871
67464;KS,Mcpherson;-97.895123;38.590489
67465;KS,Saline;-97.5660;38.7321
67466;KS,Cloud;-97.471767;39.342965
67467;KS,Ottawa;-97.707940;39.131275
67468;KS,Clay;-97.225256;39.459244
67469;KS,Dickinson;-97.1056;38.8177
67470;KS,Saline;-97.511147;38.891137
67472;KS,Clay;-97.3305;39.2477
67473;KS,Osborne;-98.705902;39.409385
67474;KS,Osborne;-98.702248;39.579664
67475;KS,Marion;-97.052742;38.596837
67476;KS,Mcpherson;-97.6484;38.39172
67478;KS,Mitchell;-97.933234;39.384449
67479;KS,Saline;-97.7133;38.7644
67480;KS,Dickinson;-97.399244;38.950725
67481;KS,Lincoln;-98.401651;39.023406
67482;KS,Dickinson;-97.259174;39.027261
67483;KS,Marion;-97.159470;38.538684
67484;KS,Ottawa;-97.832615;38.998387
67485;KS,Mitchell;-98.502947;39.320710
67487;KS,Clay;-97.045139;39.180886
67488;KS,Ottawa;-97.5546;39.0592
67490;KS,Ellsworth;-98.449724;38.817788
67491;KS,Mcpherson;-97.899775;38.367098
67492;KS,Dickinson;-96.956808;38.807138
67501;KS,Reno;-97.923823;38.034292
67502;KS,Reno;-97.929007;38.094945
67504;KS,Reno;-98.0859;37.95321
67505;KS,Reno;-97.939769;38.027185
67510;KS,Reno;-98.224797;37.992099
67511;KS,Barton;-99.041954;38.442368
67512;KS,Rice;-98.319577;38.238827
67513;KS,Rush;-99.539067;38.446509
67514;KS,Reno;-98.187576;37.876541
67515;KS,Ness;-100.055328;38.674455
67516;KS,Ness;-99.686992;38.400425
67517;KS,Barton;-98.6483;38.6501
67518;KS,Ness;-100.168118;38.427837
67519;KS,Edwards;-99.100175;37.947324
67520;KS,Rush;-99.189432;38.573848
67521;KS,Ness;-99.748651;38.618706
67522;KS,Reno;-97.748433;38.122234
67523;KS,Pawnee;-99.543149;38.200452
67524;KS,Rice;-98.373974;38.360414
67525;KS,Barton;-98.563093;38.555566
67526;KS,Barton;-98.562055;38.347872
67529;KS,Pawnee;-99.247704;38.070818
67530;KS,Barton;-98.784951;38.363151
67543;KS,Reno;-97.791012;37.898787
67544;KS,Barton;-98.766474;38.562172
67545;KS,Stafford;-98.647325;38.151410
67546;KS,Mcpherson;-97.803213;38.224457
67547;KS,Edwards;-99.431341;37.918313
67548;KS,Rush;-99.319301;38.560733
67549;KS,Reno;-98.3075;37.8334
67550;KS,Pawnee;-99.127570;38.179418
67552;KS,Edwards;-99.232291;37.876262
67553;KS,Rush;-99.320625;38.654948
67554;KS,Rice;-98.202504;38.356474
67556;KS,Rush;-99.522315;38.589291
67557;KS,Stafford;-98.958613;37.934689
67559;KS,Rush;-99.446811;38.414730
67560;KS,Ness;-99.926227;38.443723
67561;KS,Reno;-98.088479;38.137119
67562;KS,Barton;-98.6268;38.5563
67563;KS,Edwards;-99.560696;37.861674
67564;KS,Barton;-98.932282;38.526757
67565;KS,Rush;-99.042062;38.587486
67566;KS,Reno;-98.102918;37.953609
67567;KS,Barton;-98.978566;38.262021
67568;KS,Reno;-98.316577;38.006382
67570;KS,Reno;-97.982315;37.784834
67572;KS,Ness;-99.905986;38.660733
67573;KS,Rice;-98.416728;38.278487
67574;KS,Pawnee;-99.403314;38.193997
67575;KS,Rush;-99.262988;38.445884
67576;KS,Stafford;-98.794872;38.014216
67577;KS,Stafford;-98.7639;38.2066
67578;KS,Stafford;-98.591262;37.976752
67579;KS,Rice;-98.202225;38.197840
67580;KS,Barton;-98.7616;38.6471
67581;KS,Reno;-98.413034;37.967166
67582;KS,Rush;-99.1902;38.4455
67583;KS,Reno;-98.456171;37.804591
67584;KS,Ness;-100.192519;38.669493
67585;KS,Reno;-97.8711;37.94119
67601;KS,Ellis;-99.325596;38.881082
67621;KS,Phillips;-99.132297;39.792611
67622;KS,Norton;-99.724716;39.891365
67623;KS,Osborne;-98.957570;39.461403
67625;KS,Graham;-99.685598;39.360896
67626;KS,Russell;-98.709048;38.869130
67627;KS,Ellis;-99.2160;38.92764
67628;KS,Smith;-98.968371;39.647706
67629;KS,Norton;-100.175448;39.707176
67630;KS,Rooks;-99.1592;39.2067
67631;KS,Trego;-100.087227;39.028141
67632;KS,Rooks;-99.607493;39.336054
67633;KS,Norton;-99.6744;39.6244
67634;KS,Russell;-98.604268;38.834958
67635;KS,Decatur;-100.451294;39.610945
67636;KS,Norton;-99.7842;39.6613
67637;KS,Ellis;-99.601357;38.933306
67638;KS,Smith;-98.845287;39.640967
67639;KS,Phillips;-99.307124;39.652794
67640;KS,Russell;-99.034323;38.878181
67641;KS,Smith;-98.7898;39.6113
67642;KS,Graham;-99.845608;39.360338
67643;KS,Decatur;-100.293319;39.676204
67644;KS,Phillips;-99.143709;39.644576
67645;KS,Norton;-99.919043;39.609655
67646;KS,Phillips;-99.590946;39.655730
67647;KS,Phillips;-99.534673;39.947283
67648;KS,Russell;-98.556137;39.059815
67649;KS,Russell;-98.691822;39.120158
67650;KS,Graham;-100.085184;39.359896
67651;KS,Osborne;-99.040188;39.202987
67652;KS,Norton;-100.1398;39.6248
67653;KS,Decatur;-100.207321;39.907372
67654;KS,Norton;-99.932882;39.822766
67656;KS,Trego;-99.751441;38.989828
67657;KS,Rooks;-99.614883;39.227420
67658;KS,Russell;-98.915178;39.118835
67659;KS,Graham;-99.987555;39.301053
67660;KS,Ellis;-99.181506;38.704467
67661;KS,Phillips;-99.328525;39.799834
67663;KS,Rooks;-99.316886;39.212784
67664;KS,Phillips;-99.560025;39.823946
67665;KS,Russell;-98.867203;38.866551
67667;KS,Ellis;-99.331170;38.711024
67669;KS,Rooks;-99.325789;39.436461
67670;KS,Phillips;-99.454945;39.799148
67671;KS,Ellis;-99.150478;38.861194
67672;KS,Trego;-99.899444;39.015522
67673;KS,Russell;-98.797626;39.166845
67674;KS,Ellis;-99.078867;38.868064
67675;KS,Rooks;-99.091192;39.450984
67676;KS,Rooks;-99.4491;39.2182
67701;KS,Thomas;-101.044850;39.394701
67730;KS,Rawlins;-101.110906;39.810204
67731;KS,Cheyenne;-101.544489;39.758864
67732;KS,Thomas;-101.353301;39.424782
67733;KS,Sherman;-101.512273;39.356075
67734;KS,Thomas;-100.897555;39.488765
67735;KS,Sherman;-101.754221;39.332837
67736;KS,Gove;-100.460851;38.882722
67737;KS,Gove;-100.477359;39.117535
67738;KS,Gove;-100.645637;39.042757
67739;KS,Rawlins;-100.786870;39.893743
67740;KS,Sheridan;-100.386108;39.356622
67741;KS,Sherman;-102.004839;39.358034
67743;KS,Thomas;-101.233418;39.406853
67744;KS,Rawlins;-100.938661;39.857038
67745;KS,Rawlins;-101.363322;39.792736
67746;KS,Thomas;-100.7523;39.3407
67747;KS,Logan;-101.044887;39.071265
67748;KS,Logan;-100.839265;39.113290
67749;KS,Decatur;-100.538729;39.832075
67751;KS,Gove;-100.356569;39.116982
67752;KS,Gove;-100.232206;39.038252
67753;KS,Thomas;-100.748751;39.405440
67755;KS,Logan;-101.2759;38.8684
67756;KS,Cheyenne;-101.821674;39.773872
67757;KS,Sheridan;-100.599540;39.534756
67758;KS,Wallace;-101.735752;38.865428
67759;KS,Sheridan;-100.2814;39.2616
67761;KS,Wallace;-101.509376;38.912898
67762;KS,Wallace;-101.990849;38.930464
67764;KS,Logan;-101.206032;38.942421
67801;KS,Ford;-100.026323;37.755267
67830;KS,Lane;-100.3141;38.4882
67831;KS,Clark;-99.776623;37.196075
67833;KS,Ford;-99.9157;37.5045
67834;KS,Ford;-99.634353;37.523175
67835;KS,Gray;-100.328119;37.848990
67836;KS,Hamilton;-102.008325;38.043992
67837;KS,Gray;-100.675147;37.554849
67838;KS,Kearny;-101.125717;38.039676
67839;KS,Lane;-100.437760;38.514924
67840;KS,Clark;-99.989035;37.040749
67841;KS,Gray;-100.227049;37.629346
67842;KS,Ford;-99.748691;37.549041
67843;KS,Ford;-99.9456;37.7065
67844;KS,Meade;-100.207300;37.401983
67846;KS,Finney;-100.825033;37.976008
67849;KS,Hodgeman;-99.738536;38.134219
67850;KS,Lane;-100.623024;38.591591
67851;KS,Finney;-101.015350;38.089121
67853;KS,Gray;-100.497968;37.842421
67854;KS,Hodgeman;-99.967010;38.080626
67855;KS,Stanton;-101.680746;37.557733
67856;KS,Finney;-100.4431;38.1028
67857;KS,Hamilton;-101.532501;37.974098
67858;KS,Ford;-99.7516;37.5214
67859;KS,Seward;-100.752089;37.235210
67860;KS,Kearny;-101.272205;37.995238
67861;KS,Wichita;-101.395369;38.503037
67862;KS,Stanton;-101.911575;37.585473
67863;KS,Wichita;-101.220877;38.551037
67864;KS,Meade;-100.344640;37.213130
67865;KS,Clark;-99.967233;37.394383
67866;KS,Scott;-100.9967;38.4869
67867;KS,Gray;-100.462283;37.586422
67868;KS,Finney;-100.678491;37.881899
67869;KS,Meade;-100.581890;37.257151
67870;KS,Haskell;-101.007751;37.496762
67871;KS,Scott;-100.934766;38.484610
67874;KS,Lane;-100.4177;38.6208
67876;KS,Ford;-99.725785;37.845029
67877;KS,Haskell;-100.843911;37.525821
67878;KS,Hamilton;-101.807815;38.022874
67879;KS,Greeley;-101.787108;38.478369
67880;KS,Grant;-101.332680;37.569601
67882;KS,Ford;-99.880219;37.805301
67901;KS,Seward;-100.928130;37.067979
67905;KS,Seward;-100.93804;37.02164
67950;KS,Morton;-101.821004;36.972204
67951;KS,Stevens;-101.349006;37.185269
67952;KS,Stevens;-101.185417;37.307550
67953;KS,Morton;-101.836818;37.236060
67954;KS,Morton;-101.619090;37.163412
68001;NE,Butler;-96.949657;41.334744
68002;NE,Washington; -96.344466;41.475020
68003;NE,Saunders;-96.381895;41.068476
68004;NE,Cuming;-96.623133;42.009508
68005;NE,Sarpy;-95.907964;41.146848
68007;NE,Douglas;-96.172695;41.367530
68008;NE,Washington; -96.149654;41.538439
68009;NE,Washington; -96.1822;41.53827
68010;NE,Douglas;-96.128330;41.259730
68014;NE,Butler;-96.959402;41.282160
68015;NE,Saunders;-96.649867;41.386373
68016;NE,Cass;-96.108841;41.036640
68017;NE,Saunders;-96.649530;41.064961
68018;NE,Saunders;-96.616799;41.309443
68019;NE,Burt;-96.374075;41.761217
68020;NE,Burt;-96.265457;41.988034
68022;NE,Douglas;-96.245650;41.274881
68023;NE,Washington; -96.027770;41.463418
68025;NE,Dodge;-96.488690;41.434796
68028;NE,Sarpy;-96.255350;41.118694
68029;NE,Washington; -96.258666;41.665663
68030;NE,Dakota;-96.484758;42.326727
68031;NE,Dodge;-96.551724;41.623070
68033;NE,Saunders;-96.531500;41.134234
68034;NE,Washington; -96.212308;41.465023
68036;NE,Butler;-96.960363;41.391914
68037;NE,Cass;-96.148416;40.992426
68038;NE,Burt;-96.453599;41.948587
68039;NE,Thurston;-96.339303;42.110959
68040;NE,Saunders;-96.739510;41.285973
68041;NE,Saunders;-96.477191;41.220910
68042;NE,Saunders;-96.431686;41.095604
68044;NE,Dodge;-96.449997;41.536080
68045;NE,Burt;-96.494448;41.830827
68046;NE,Sarpy;-96.044845;41.151899
68047;NE,Thurston;-96.730933;42.112028
68048;NE,Cass;-95.915893;40.999245
68050;NE,Saunders;-96.835069;41.309115
68054;NE,Sarpy;-96.074521;41.108443
68055;NE,Thurston;-96.505363;42.053783
68056;NE,Sarpy;-96.0905;41.09270
68057;NE,Dodge;-96.708008;41.653831
68058;NE,Cass;-96.245290;41.003188
68059;NE,Sarpy;-96.156358;41.074548
68061;NE,Burt;-96.215770;41.783203
68062;NE,Thurston;-96.677472;42.187938
68063;NE,Dodge;-96.504549;41.733433
68064;NE,Douglas;-96.339609;41.328149
68065;NE,Saunders;-96.845865;41.077766
68066;NE,Saunders;-96.622609;41.199626
68067;NE,Thurston;-96.482764;42.148163
68068;NE,Washington;-96.207599;41.396848
68069;NE,Douglas;-96.301958;41.255649
68070;NE,Saunders;-96.783597;41.200338
68071;NE,Thurston;-96.488685;42.232805
68072;NE,Dodge;-96.5032;41.61023
68073;NE,Saunders;-96.402586;41.249536
68101;NE,Douglas;-96.1711;41.29173
68102;NE,Douglas;-95.936202;41.260566
68103;NE,Douglas;-96.1711;41.29173
68104;NE,Douglas;-96.000601;41.292445
68105;NE,Douglas;-95.963834;41.240854
68106;NE,Douglas;-95.998970;41.242313
68107;NE,Douglas;-95.955399;41.205198
68108;NE,Douglas;-95.933539;41.240562
68109;NE,Douglas;-96.1711;41.29173
68110;NE,Douglas;-95.934271;41.292321
68111;NE,Douglas;-95.964341;41.294547
68112;NE,Douglas;-95.959240;41.334947
68113;NE,Sarpy;-95.906491;41.127805
68114;NE,Douglas;-96.047985;41.264531
68116;NE,Douglas;-96.153520;41.294069
68117;NE,Douglas;-95.996755;41.208364
68118;NE,Douglas;-96.171086;41.263194
68119;NE,Douglas;-96.1711;41.29173
68120;NE,Douglas;-96.1711;41.29173
68122;NE,Douglas;-96.046097;41.348081
68123;NE,Sarpy;-95.951267;41.117337
68124;NE,Douglas;-96.050731;41.235064
68127;NE,Douglas;-96.050090;41.203029
68128;NE,Sarpy;-96.053189;41.183458
68130;NE,Douglas;-96.180174;41.240036
68131;NE,Douglas;-95.963831;41.264418
68132;NE,Douglas;-95.997414;41.265650
68133;NE,Sarpy;-96.005478;41.144085
68134;NE,Douglas;-96.051818;41.296748
68135;NE,Sarpy;-96.178624;41.203791
68136;NE,Sarpy;-96.186624;41.177298
68137;NE,Douglas;-96.121085;41.204631
68138;NE,Sarpy;-96.133940;41.175935
68139;NE,Douglas;-96.1711;41.29173
68142;NE,Douglas;-96.106085;41.365763
68144;NE,Douglas;-96.115058;41.235248
68145;NE,Douglas;-96.1711;41.29173
68147;NE,Sarpy;-95.955925;41.179338
68152;NE,Douglas;-96.000775;41.344394
68154;NE,Douglas;-96.114220;41.264952
68155;NE,Douglas;-96.1711;41.29173
68157;NE,Sarpy;-95.990580;41.182198
68164;NE,Douglas;-96.110274;41.296198
68301;NE,Gage;-96.526379;40.472055
68303;NE,Thayer;-97.411643;40.247793
68304;NE,Cass;-96.388421;40.874192
68305;NE,Nemaha;-95.844221;40.376356
68307;NE,Cass;-96.130685;40.789284
68309;NE,Gage;-96.573260;40.048634
68310;NE,Gage;-96.746047;40.264193
68313;NE,Seward;-97.268491;40.781788
68314;NE,Seward;-97.034379;41.009984
68315;NE,Thayer;-97.557400;40.248038
68316;NE,York;-97.609676;41.014534
68317;NE,Lancaster;-96.500731;40.680749
68318;NE,Gage;-96.660490;40.146010
68319;NE,York;-97.760811;40.910954
68320;NE,Nemaha;-95.960112;40.487422
68321;NE,Nemaha;-95.696657;40.400172
68322;NE,Thayer;-97.548360;40.328889
68323;NE,Pawnee;-96.354972;40.135672
68324;NE,Otoe;-96.297767;40.549923
68325;NE,Thayer;-97.769792;40.042191
68326;NE,Thayer;-97.681097;40.291410
68327;NE,Thayer;-97.619263;40.015959
68328;NE,Gage;-96.845114;40.473614
68329;NE,Johnson;-96.172290;40.504820
68330;NE,Seward;-97.352201;40.716216
68331;NE,Gage;-96.703620;40.481866
68332;NE,Johnson;-96.402546;40.327774
68333;NE,Saline;-96.960998;40.620175
68335;NE,Thayer;-97.811523;40.297350
68336;NE,Lancaster;-96.676676;40.965773
68337;NE,Richardson;-95.838686;40.111270
68338;NE,Jefferson;-97.263899;40.327793
68339;NE,Lancaster;-96.848733;40.739508
68340;NE,Thayer;-97.736368;40.135651
68341;NE,Saline;-96.912295;40.389849
68342;NE,Jefferson;-96.934289;40.105725
68343;NE,Saline;-97.131396;40.632861
68344;NE,Otoe;-96.380600;40.569850
68345;NE,Pawnee;-96.020991;40.034277
68346;NE,Otoe;-96.027962;40.666814
68347;NE,Cass;-96.436200;40.805678
68348;NE,Johnson;-96.130445;40.289859
68349;NE,Cass;-96.295373;40.837204
68350;NE,Jefferson;-97.076335;40.061702
68351;NE,Fillmore;-97.436840;40.652298
68352;NE,Jefferson;-97.203749;40.151358
68354;NE,Fillmore;-97.580416;40.633747
68355;NE,Richardson;-95.586312;40.097217
68357;NE,Gage;-96.548331;40.298643
68358;NE,Lancaster;-96.605683;40.533257
68359;NE,Saline;-97.283050;40.630445
68360;NE,Seward;-96.967877;40.951780
68361;NE,Fillmore;-97.600561;40.516034
68362;NE,Thayer;-97.428636;40.163122
68364;NE,Seward;-97.220193;40.832663
68365;NE,Fillmore;-97.724089;40.627475
68366;NE,Cass;-96.435555;40.974167
68367;NE,York;-97.396714;41.039370
68368;NE,Lancaster;-96.789145;40.563073
68370;NE,Thayer;-97.548952;40.154291
68371;NE,York;-97.778562;40.763846
68372;NE,Lancaster;-96.622954;40.612736
68374;NE,Gage;-96.642339;40.211775
68375;NE,Thayer;-97.472650;40.025484
68376;NE,Richardson;-95.942605;40.172733
68377;NE,Jefferson;-97.024453;40.208080
68378;NE,Nemaha;-96.018647;40.394814
68379;NE,Nemaha;-95.8505;40.4861
68380;NE,Pawnee;-96.403093;40.242528
68381;NE,Gage;-96.483804;40.081107
68382;NE,Otoe;-96.0869;40.65358
68401;NE,York;-97.582965;40.744844
68402;NE,Lancaster;-96.848397;40.918054
68403;NE,Cass;-96.165476;40.918749
68404;NE,Lancaster;-96.755902;40.617147
68405;NE,Seward;-97.058419;40.772835
68406;NE,Fillmore;-97.397266;40.501404
68407;NE,Cass;-96.247299;40.912199
68409;NE,Cass;-95.936116;40.915826
68410;NE,Otoe;-95.870239;40.661439
68413;NE,Cass;-96.003153;40.833188
68414;NE,Nemaha;-95.676834;40.321940
68415;NE,Gage;-96.817612;40.052388
68416;NE,Fillmore;-97.453676;40.401484
68417;NE,Otoe;-96.095161;40.728493
68418;NE,Otoe;-96.384506;40.702467
68419;NE,Lancaster;-96.508161;40.596093
68420;NE,Pawnee;-96.159682;40.106605
68421;NE,Nemaha;-95.731526;40.488630
68422;NE,Gage;-96.713966;40.385662
68423;NE,Seward;-96.939319;40.806723
68424;NE,Jefferson;-97.001061;40.298729
68428;NE,Lancaster;-96.823648;40.969816
68429;NE,Jefferson;-97.3806;40.05977
68430;NE,Lancaster;-96.665795;40.679251
68431;NE,Richardson;-95.432976;40.056628
68432;NE,Johnson;-96.2900;40.4448
68433;NE,Richardson;-95.741819;40.060469
68434;NE,Seward;-97.112065;40.909197
68436;NE,Fillmore;-97.738158;40.430340
68437;NE,Richardson;-95.639813;40.240436
68438;NE,Lancaster;-96.7456;40.62666
68439;NE,Seward;-97.205207;40.996127
68440;NE,Jefferson;-97.030575;40.050970
68441;NE,Pawnee;-96.240724;40.224384
68442;NE,Richardson;-95.775178;40.229899
68443;NE,Johnson;-96.377739;40.450262
68444;NE,Fillmore;-97.583912;40.409283
68445;NE,Saline;-97.093578;40.400494
68446;NE,Otoe;-96.182015;40.656899
68447;NE,Pawnee;-96.089786;40.188015
68448;NE,Otoe;-96.023538;40.537185
68450;NE,Johnson;-96.209706;40.373895
68452;NE,Clay;-97.845072;40.394354
68453;NE,Saline;-97.330945;40.412117
68454;NE,Otoe;-96.289131;40.698235
68455;NE,Cass;-95.897143;40.820408
68456;NE,Seward;-97.320845;40.898329
68457;NE,Richardson;-95.699825;40.152937
68458;NE,Gage;-96.491828;40.239986
68460;NE,York;-97.450721;40.897974
68461;NE,Lancaster;-96.530447;40.764867
68462;NE,Lancaster;-96.525811;40.924298
68463;NE,Cass;-96.141886;40.871420
68464;NE,Saline;-97.207465;40.410478
68465;NE,Saline;-96.998495;40.487481
68466;NE,Gage;-96.653615;40.087289
68467;NE,York;-97.588846;40.865237
68501;NE,Lancaster;-96.8231;40.86514
68502;NE,Lancaster;-96.695893;40.789051
68503;NE,Lancaster;-96.675520;40.823602
68504;NE,Lancaster;-96.655636;40.844200
68505;NE,Lancaster;-96.625649;40.826550
68506;NE,Lancaster;-96.645994;40.785557
68507;NE,Lancaster;-96.629143;40.851150
68508;NE,Lancaster;-96.707441;40.814191
68509;NE,Lancaster;-96.6887;40.78445
68510;NE,Lancaster;-96.656345;40.807106
68512;NE,Lancaster;-96.695748;40.744800
68514;NE,Lancaster;-96.6621;40.94012
68516;NE,Lancaster;-96.645667;40.749224
68517;NE,Lancaster;-96.614950;40.921850
68520;NE,Lancaster;-96.590230;40.798632
68521;NE,Lancaster;-96.712980;40.855645
68522;NE,Lancaster;-96.749749;40.790601
68523;NE,Lancaster;-96.761789;40.740529
68524;NE,Lancaster;-96.795869;40.859321
68526;NE,Lancaster;-96.591220;40.740833
68527;NE,Lancaster;-96.530610;40.849249
68528;NE,Lancaster;-96.785982;40.816765
68529;NE,Lancaster;-96.7797;40.87975
68531;NE,Lancaster;-96.7201;40.90080
68532;NE,Lancaster;-96.858509;40.796876
68542;NE,Lancaster;-96.6887;40.78445
68544;NE,Lancaster;-96.6887;40.78445
68572;NE,Lancaster;-96.6887;40.78445
68583;NE,Lancaster;-96.6887;40.78445
68588;NE,Lancaster;-96.6928;40.82064
68601;NE,Platte;-97.371925;41.437838
68602;NE,Platte;-97.5417;41.53808
68620;NE,Boone;-98.024600;41.708281
68621;NE,Dodge;-96.639291;41.482181
68622;NE,Wheeler;-98.514133;41.909737
68623;NE,Nance;-98.109409;41.441371
68624;NE,Butler;-97.234854;41.342529
68626;NE,Butler;-97.000124;41.177056
68627;NE,Boone;-98.174497;41.552082
68628;NE,Merrick;-97.831189;41.212516
68629;NE,Colfax;-97.127487;41.708790
68631;NE,Platte;-97.354561;41.692408
68632;NE,Butler;-97.126380;41.259891
68633;NE,Dodge;-96.896624;41.706209
68634;NE,Platte;-97.494398;41.388893
68635;NE,Butler;-97.015833;41.083432
68636;NE,Antelope;-98.133114;42.009216
68637;NE,Wheeler;-98.641325;41.769830
68638;NE,Nance;-97.963814;41.375063
68640;NE,Nance;-97.751998;41.449960
68641;NE,Colfax;-97.013678;41.734270
68642;NE,Platte;-97.497230;41.690401
68643;NE,Colfax;-97.247813;41.691648
68644;NE,Platte;-97.686503;41.707169
68647;NE,Platte;-97.609212;41.504301
68648;NE,Saunders;-96.780663;41.400937
68649;NE,Dodge;-96.775674;41.484782
68650;NE,Butler;-97.0702;41.3553
68651;NE,Polk;-97.569937;41.213610
68652;NE,Boone;-98.045492;41.861111
68653;NE,Platte;-97.489743;41.545453
68654;NE,Polk;-97.780365;41.068368
68655;NE,Boone;-98.243191;41.632602
68658;NE,Butler;-97.295320;41.192785
68659;NE,Colfax;-96.935216;41.546604
68660;NE,Boone;-97.868985;41.574309
68661;NE,Colfax;-97.069156;41.472784
68662;NE,Polk;-97.416349;41.184669
68663;NE,Merrick;-97.700194;41.306574
68664;NE,Dodge;-96.787945;41.704483
68665;NE,Greeley;-98.385233;41.693462
68666;NE,Polk;-97.602950;41.113813
68667;NE,Butler;-97.305540;41.106694
68669;NE,Butler;-97.222351;41.082930
68701;NE,Madison;-97.417419;42.026209
68702;NE,Madison;-97.6013;41.91647
68710;NE,Dixon;-96.851534;42.450185
68711;NE,Holt;-98.985157;42.214277
68713;NE,Holt;-98.941368;42.573338
68714;NE,Rock;-99.529380;42.539610
68715;NE,Madison;-97.601964;41.993408
68716;NE,Cuming;-96.833804;41.944906
68717;NE,Cedar;-97.209184;42.408389
68718;NE,Knox;-97.672713;42.651113
68719;NE,Boyd;-98.569467;42.845614
68720;NE,Antelope;-98.014325;42.337964
68722;NE,Boyd;-98.859213;42.923088
68723;NE,Wayne;-97.203731;42.281323
68724;NE,Knox;-97.875788;42.621770
68725;NE,Holt;-98.777982;42.182794
68726;NE,Antelope;-98.218463;42.163976
68727;NE,Cedar;-97.205260;42.509494
68728;NE,Dixon;-96.963314;42.379899
68729;NE,Knox;-97.902309;42.469145
68730;NE,Cedar;-97.515437;42.774493
68731;NE,Dakota;-96.439045;42.424303
68732;NE,Dixon;-96.981163;42.459805
68733;NE,Dakota;-96.736442;42.288154
68734;NE,Holt;-98.799535;42.475789
68735;NE,Holt;-98.422853;42.189511
68736;NE,Cedar;-97.380108;42.750269
68737;NE,Pierce;-97.674461;42.272213
68738;NE,Pierce;-97.6013;42.26435
68739;NE,Cedar;-97.252678;42.624108
68740;NE,Wayne;-97.300907;42.145982
68741;NE,Dakota;-96.582971;42.367879
68742;NE,Holt;-98.518481;42.376443
68743;NE,Dakota;-96.606683;42.460155
68745;NE,Cedar;-97.090570;42.437732
68746;NE,Boyd;-98.435927;42.787371
68747;NE,Pierce;-97.475107;42.402076
68748;NE,Madison;-97.452123;41.836046
68749;NE,Cedar;-97.2503;42.60968
68751;NE,Dixon;-96.9260;42.48171
68752;NE,Madison;-97.707885;41.995961
68753;NE,Keya Paha;-99.443914;42.855832
68755;NE,Boyd;-99.116382;42.946169
68756;NE,Antelope;-98.023522;42.150892
68757;NE,Dixon;-96.927969;42.660607
68758;NE,Madison;-97.798392;41.769497
68759;NE,Keya Paha;-99.318127;42.700145
68760;NE,Knox;-98.070118;42.776379
68761;NE,Antelope;-97.961881;42.049818
68762;NE,Cedar;-97.0707;42.6577
68763;NE,Holt;-98.603416;42.516792
68764;NE,Antelope;-98.223583;42.395137
68765;NE,Pierce;-97.615749;42.350770
68766;NE,Holt;-98.402727;42.419270
68767;NE,Pierce;-97.545274;42.200994
68768;NE,Stanton;-97.068041;41.999564
68769;NE,Antelope;-97.806181;42.331689
68770;NE,Dixon;-96.763996;42.563297
68771;NE,Cedar;-97.356186;42.377338
68772;NE,Rock;-99.594632;42.231317
68773;NE,Antelope;-98.120198;42.367457
68774;NE,Cedar;-97.276999;42.821095
68776;NE,Dakota;-96.418707;42.467095
68777;NE,Boyd;-98.682985;42.843338
68778;NE,Keya Paha;-99.866108;42.880251
68779;NE,Stanton;-97.215833;41.955429
68780;NE,Holt;-99.137468;42.591725
68781;NE,Antelope;-97.840850;42.028202
68782;NE,Knox;-98.1730;42.7836
68783;NE,Knox;-98.120012;42.620877
68784;NE,Dixon;-96.871918;42.242742
68785;NE,Dixon;-96.721034;42.437174
68786;NE,Knox;-97.557170;42.501980
68787;NE,Wayne;-97.033037;42.221382
68788;NE,Cuming;-96.725691;41.841032
68789;NE,Knox;-97.999021;42.534339
68790;NE,Wayne;-97.170167;42.175272
68791;NE,Cuming;-96.929509;42.000682
68792;NE,Cedar;-97.143725;42.749481
68801;NE,Hall;-98.330875;40.922826
68802;NE,Hall;-98.5021;40.87245
68803;NE,Hall;-98.387497;40.916866
68810;NE,Hall;-98.470518;40.860494
68812;NE,Buffalo;-99.283902;40.887707
68813;NE,Custer;-99.829769;41.726833
68814;NE,Custer;-99.381239;41.296709
68815;NE,Valley;-99.144409;41.420141
68816;NE,Merrick;-98.127554;41.172932
68817;NE,Sherman;-98.787016;41.251967
68818;NE,Hamilton;-98.004930;40.836050
68820;NE,Howard;-98.697262;41.091210
68821;NE,Blaine;-99.817176;41.976053
68822;NE,Custer;-99.630750;41.400263
68823;NE,Garfield;-99.125319;41.820617
68824;NE,Hall;-98.604176;40.998580
68825;NE,Custer;-99.954397;41.288656
68826;NE,Merrick;-98.002256;41.125610
68827;NE,Merrick;-98.170043;41.031618
68828;NE,Custer;-99.249386;41.556172
68829;NE,Howard;-98.6553;41.3430
68831;NE,Howard;-98.573086;41.125399
68832;NE,Hall;-98.387945;40.763643
68833;NE,Blaine;-100.152450;41.824292
68834;NE,Dawson;-99.632502;41.013936
68835;NE,Howard;-98.612483;41.336945
